County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Ulster,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2013,Endangered,Endangered,S1,G2,Recently Confirmed
Ulster,Animal,Mammals,Rodents,Neotoma magister,Allegheny Woodrat,2003,Endangered,not listed,S1,G3G4,Recently Confirmed
Ulster,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,2002,Endangered,Threatened,S2,G3,Recently Confirmed
Warren,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2000-2005,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Warren,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2015,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Warren,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2004,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Warren,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Warren,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,2015,Threatened,not listed,S1S2,G3,Recently Confirmed
Warren,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,not available,Threatened,not listed,S2S3,G4,Historically Confirmed
Warren,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Warren,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,2008,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Purple Rock Cress,1901,Threatened,not listed,S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,not available,Threatened,not listed,S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,2006,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,2008,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,2006,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge,1993,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2006,Threatened,not listed,S2S3,G4?,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge,not available,Threatened,not listed,S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,1991,Threatened,not listed,S2S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,not available,Threatened,not listed,S1S2,G5T5?,Recently Confirmed
Warren,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,1907,Threatened,not listed,S2,G3,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,1943,Threatened,not listed,S2S3,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,1999,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Oenothera oakesiana,Oakes' Evening Primrose,not available,Threatened,not listed,S2,G4G5Q,Historically Confirmed
Warren,Plant,Flowering Plants,Grasses,Piptatheropsis canadensis,Canada Rice Grass,2006,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,2006,Threatened,not listed,S1S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,1988,Threatened,not listed,S1S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,1988,Threatened,not listed,S2,G3,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,2008,Threatened,not listed,S2,G5T5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,2007,Threatened,not listed,S2,G5T5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,not available,Threatened,not listed,S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Cress,2002,Threatened,not listed,S2,G4?,Recently Confirmed
Warren,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago randii,Rand's Goldenrod,2001,Threatened,not listed,S2,G5T4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,1987,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Grasses,Sporobolus heterolepis,Prairie Dropseed,1991,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,2006,Threatened,not listed,S2,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,1903,Threatened,not listed,S2,G3G4T3T4,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,not available,Threatened,not listed,S2,G4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,not available,Threatened,not listed,S2,G5TNR,Recently Confirmed
Warren,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2014,Threatened,Threatened,S1,G1G2,Recently Confirmed
Warren,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,2016,Threatened,not listed,S3,G4,Recently Confirmed
Warren,Plant,Conifers,Conifers,Pinus banksiana,Jack Pine,not available,Rare,not listed,S3,G5,Historically Confirmed
Warren,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort,not available,Rare,not listed,S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Grasses,Calamagrostis pickeringii,Pickering's Reed Grass,not available,Rare,not listed,S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort,not available,Rare,not listed,S3,G4?,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Linum striatum,Stiff Yellow Flax,not available,Rare,not listed,S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Recently Confirmed
Warren,Plant,Flowering Plants,Rushes,Luzula bulbosa,Hairy Wood Rush,not available,Rare,not listed,S3,G5,Recently Confirmed
Warren,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton confervoides,Algae-like Pondweed,not available,Rare,not listed,S3,G4,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,not available,Rare,not listed,S3S4,G4G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,2006,Rare,not listed,S3,G5,Recently Confirmed
Warren,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2017,Endangered,not listed,S3B,G4,Recently Confirmed
Warren,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,2016,Endangered,Endangered,S1,G5T2,Recently Confirmed
Warren,Plant,Ferns and Fern Allies,Clubmosses,Pseudolycopodiella caroliniana,Carolina Clubmoss,2006,Endangered,not listed,S1,G5T4,Recently Confirmed
Warren,Animal,Fish,Salmon and Trout,Prosopium cylindraceum,Round Whitefish,not available,Endangered,not listed,S1S2,G5,Possible but not Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1926,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,not available,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex garberi,Elk Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex nigra,Black Sedge,2007,Endangered,not listed,S1,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Carex tenuiflora,Sparse-flowered Sedge,2006,Endangered,not listed,S1,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,1991,Endangered,not listed,S1,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Orchids,Cypripedium candidum,Small White Lady's Slipper,1942,Endangered,not listed,S1,G4,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Halenia deflexa ssp. deflexa,Spurred Gentian,1985,Endangered,not listed,S1,G5T5,Recently Confirmed
Warren,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,2016,Endangered,not listed,S1,G5?,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Green Parrot's Feather,1941,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Orchids,Neottia auriculata,Auricled Twayblade,2005,Endangered,not listed,S1,G3G4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,not available,Endangered,not listed,S1S2,G4,Historically Confirmed
Warren,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Warren,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,2017,Endangered,not listed,S1,G4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,1988,Endangered,not listed,S1,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,1905,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,not available,Endangered,not listed,S1,GNR,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Rosa acicularis ssp. sayi,Prickly Rose,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Warren,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,2008,Endangered,not listed,S1,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Subularia aquatica ssp. americana,Water Awlwort,1988,Endangered,not listed,S1S2,G5T5,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Triantha glutinosa,Sticky False Asphodel,2008,Endangered,not listed,S1,G5,Recently Confirmed
Warren,Plant,Flowering Plants,Sedges,Trichophorum clintonii,Clinton's Club Sedge,2008,Endangered,not listed,S1,G4,Recently Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Vaccinium cespitosum,Dwarf Bilberry,not available,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,1942,Endangered,not listed,S1,G5,Historically Confirmed
Warren,Plant,Flowering Plants,Other Flowering Plants,Viola novae-angliae,New England Violet,1994,Endangered,not listed,S1,G4,Recently Confirmed
Warren,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,1999,Endangered,Endangered,S1,G2,Recently Confirmed
Warren,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1884,Endangered,Threatened,S2,G3,Historically Confirmed
Washington,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,2004,Threatened,not listed,S3B,G4,Recently Confirmed
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2012,Threatened,not listed,S3B,G5,Recently Confirmed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2013,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Washington,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,2013,Threatened,not listed,S3B,G5,Recently Confirmed
Washington,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Washington,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2012,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Washington,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,1986,Threatened,not listed,S2S3,G4,Recently Confirmed
Washington,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,1995,Threatened,not listed,S2,G5,Recently Confirmed
Washington,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,1992,Threatened,not listed,S2,G5,Recently Confirmed
Washington,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,1996,Threatened,not listed,S2,G5T5,Recently Confirmed
Washington,Animal,Fish,Darters and Sunfishes,Ammocrypta pellucida,Eastern Sand Darter,2011,Threatened,not listed,S2S3,G4,Recently Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,1917,Threatened,not listed,S2S3,G5,Recently Confirmed
Washington,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,1904,Threatened,not listed,S2,G5,Historically Confirmed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,not available,Threatened,not listed,S2,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,1997,Threatened,not listed,S2,G5,Recently Confirmed
Washington,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,1918,Threatened,not listed,S2S3,G4?,Historically Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,1996,Threatened,not listed,S2,G4,Recently Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,1995,Threatened,not listed,S2,G4,Recently Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,1988,Threatened,not listed,S2S3,G5,Recently Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,1908,Threatened,not listed,S2S3,G4,Historically Confirmed
Washington,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,1918,Threatened,not listed,S2S3,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,1996,Threatened,not listed,S2,G5T5,Recently Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,1987,Threatened,not listed,S2,G4,Recently Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,not available,Threatened,not listed,S2,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,1943,Threatened,not listed,S2S3,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Velvety Bush Clover,not available,Threatened,not listed,S2,G4?,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,not available,Threatened,not listed,S2,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,1987,Threatened,not listed,S2,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,2008,Threatened,not listed,S1S2,G5,Recently Confirmed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,1987,Threatened,not listed,S1S2,G5,Recently Confirmed
