Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference
2205077,ULSTER,DA,206,923833,STOUTRIDGE VINEYARD LLC,,10 ANN KALEY LN,,MARLBORO,NY,12542,1/8/2020,1/31/2023,DISTILLER CLASS A-1,,,POINT (-73.982216 41.614132)
2208430,SCHOHARIE,FD,106,999999,SERIOUS BREWING CO LLC,SERIOUS BREWING CO,116 CAVERNS RD,,HOWES CAVE,NY,12092,11/10/2020,12/31/2023,FARM BREWER,,Outdoor Patio,POINT (-74.395196 42.683437)
3159632,YATES,FW,302,938282,TABORA FARM & WINERY LLC,,4978 LAKEMONT HIMROD RD,,DUNDEE,NY,14837,11/25/2020,11/30/2023,FARM WINERY,,,POINT (-76.929242 42.521996)
2200393,ULSTER,FD,106,999999,ARROWOOD FARMS LLC,,236 LOWER WHITFIELD RD,,ACCORD,NY,12404,5/4/2020,12/31/2023,FARM BREWERY,,,POINT (-74.250465 41.80469)
2206228,DUTCHESS,FD,106,999999,BROOKLYN FERMENTERY LLC,SVENDALE BREWING CO,127 COOPER RD,,MILLERTON,NY,12546,6/14/2017,5/31/2023,FARM BREWER,,,POINT (-73.548641 41.905957)
2221323,SCHOHARIE,DW,301,933446,SAUVAGE BEVERAGES LLC,,102-116 BINDERY LN,,CHARLOTTEVILLE,NY,12036,10/1/2020,9/30/2023,WINERY,,,POINT (-74.665413 42.546455)
3163271,TOMPKINS,DW,301,896035,MAIVINO INC,,815 TABER ST,,ITHACA,NY,14850,6/24/2020,5/31/2023,WINERY,Alternating Proprietorship w/3146859,,POINT (-76.514991 42.438834)
3164634,CHAUTAUQUA,DW,301,916634,JOHNSON ESTATE WINERY LLC,,8419 W MAIN RD,,WESTFIELD,NY,14787,6/22/2020,5/31/2023,WINERY,,,
3155353,SENECA,FW,302,934840,FINGER LAKES CIDER HOUSE LLC,GOOD LIFE CIDER,4017 HICKOK RD,,INTERLAKEN,NY,14847,10/8/2020,9/30/2023,FARM WINERY,,,POINT (-76.69693 42.606635)
2222766,FRANKLIN,MI,101,999999,HEX AND HOP INC,,486 PARK AVE,,SARANAC LAKE,NY,12983,5/21/2021,4/30/2024,MICRO BREWER,,,POINT (-74.122536 44.338719)
2209678,WARREN,CF,309,934810,LAKE GEORGE DISTILLING COMPANY LLC,,11262 STATE RTE 149,,FORT ANN,NY,12827,10/7/2020,10/31/2023,FARM CIDERY,,,POINT (-73.50342700000002 43.413449)
2199304,ULSTER,MI,101,999999,HUDSON ALE WORKS LLC,,17 MILTON AVE,,HIGHLAND,NY,12528,10/20/2017,6/30/2023,MICROBREWERY,,,POINT (-73.963718 41.717744)
1324996,KINGS,MI,101,999999,TALEA BEER INC,,87 RICHARDSON ST,,BROOKLYN,NY,11211,2/9/2021,1/31/2024,MICRO BREWER,,,POINT (-73.948138 40.718473)
1305699,QUEENS,MI,101,999999,ICONYC BREWING COMPANY LLC,,43-63 11TH ST,,LONG ISLAND CITY,NY,11101,10/26/2017,9/30/2023,MICRO-BREWER,,,POINT (-73.949093 40.750251)
2207181,ULSTER,FD,106,999999,WOODSTOCK LOCAL BREWING LLC,WOODSTOCK BREWING,5581 RTE 28,,PHOENICIA,NY,12464,6/20/2018,10/31/2023,FARM BREWER,,Licensed Outdoor Seating,POINT (-74.306451 42.062484)
2201495,ONEIDA,FD,106,999999,WOODLAND HOP FARM AND FERMENTATION LLC,,6002 TRENTON RD,,UTICA,NY,13502,1/28/2020,10/31/2023,FARM BREWER,,,POINT (-75.213354 43.151006)
2220944,ULSTER,FW,302,933489,MURRAY HOLLOW LLC,GLORIE FARM WINERY,40 MOUNTAIN RD,,MARLBORO,NY,12542,10/8/2020,9/30/2023,FARM WINERY,,,POINT (-74.012592 41.617799)
2217170,ONEIDA,MI,101,999999,WOODLAND HOP FARM AND FERMENTATION LLC,,6002 TRENTON RD,,UTICA,NY,13502,1/28/2020,10/31/2023,MICRO BREWERY,,,POINT (-75.213354 43.151006)
2224769,LEWIS,DD,207,917310,TUG HILL VINEYARDS LLC,TUG HILL SPIRITS,4051 YANCEY RD,,LOWVILLE,NY,13367,5/13/2021,4/30/2024,FARM DISTILLERY,,,POINT (-75.576091 43.819714)
3163821,SCHUYLER,FW,302,916076,SENECA LAKE WINERY LLC,CHATEAU LAFAYETTE RENEAU,5081 STATE RTE 414,,HECTOR,NY,14841,4/17/2020,3/31/2023,FARM WINERY,,,
3162019,NIAGARA,MW,307,931700,ANTHONY MANOR LLC,ANTHONY MANOR,3671 HUMAN RD,REAR BUILDING,SANBORN,NY,14132,6/4/2020,5/31/2023,MICRO FARM WINERY,,,POINT (-78.84279 43.151186)
2220954,DUTCHESS,FD,106,999999,SPECTACLE BREWING LLC,INDUSTRIAL ARTS BREWING CO,511 FISHKILL AVE,STE 1-A,BEACON,NY,12568,4/27/2021,3/31/2024,FARM BREWER,,,POINT (-73.945841 41.516303)
2206230,ORANGE,FW,302,925951,WILD ARC FARM INC,,918 HILL AVE,,PINE BUSH,NY,12566,4/21/2020,4/30/2023,FARM WINERY,,,POINT (-74.278753 41.592838)
2205165,CLINTON,FW,302,999999,FOUR MAPLES VINEYARD AND WINERY INC,,40 GAMLAW RD,,CHAMPLAIN,NY,12919,3/17/2017,3/1/2023,FARM WINERY,,,POINT (-73.419804 44.997204)
1301265,SUFFOLK,MI,101,999999,HUNTINGTON BEER WORKS LLC,SIX HARBORS BREWING COMPANY,243 NEW YORK AVE,,HUNTINGTON,NY,11743,12/20/2019,1/31/2024,MICRO BREWER,,,POINT (-73.424534 40.874774)
1328246,KINGS,DB,205,935449,"WANDERING BARMAN LLC, THE",,315 MESEROLE ST,STE A-2,BROOKLYN,NY,11206,1/25/2021,7/31/2023,DISTILLER CLASS B-1 (MICRO RECTIFIER),,,POINT (-73.935155 40.708843)
1246881,KINGS,DA,206,934563,WIDOW JANE DISTILLERIES LLC,,216 218 CONOVER ST,,BROOKLYN,NY,11231,9/23/2020,9/30/2023,DISTILLER CLASS A-1,Mon - Sat 8AM - 7PM,,POINT (-74.015183 40.67728)
3165985,SCHUYLER,FW,302,917078,GHOST LIGHT CELLARS LLC,,4024 STATE ROUTE 14,,WATKINS GLEN,NY,14891,1/22/2021,12/31/2023,FARM WINERY,Alternating Proprietorship #3012528,,
1319053,SUFFOLK,DA,206,999999,HAMPTON RUM COMPANY INC,MONTAUK DISTILLING CO,5506 SOUND AVE,,RIVERHEAD,NY,11901,2/3/2020,1/31/2023,MICRO DISTILLERY,,,POINT (-72.610439 40.976086)
2207180,DELAWARE,CF,309,999999,GRAVITY CIDERS INC,AWESTRUCK CIDERS,8 WINKLER RD,BUILDING 3,SIDNEY,NY,13838,3/5/2020,4/30/2023,FARM CIDERY,,,POINT (-75.411421 42.308255)
2218864,CAYUGA,MW,307,916543,FIRELANE 6 WINERY LLC,,2960 STATE ROUTE 38,,MORAVIA,NY,13118,5/19/2020,4/30/2023,MICROFARM WINERY,,,POINT (-76.480466 42.76145400000001)
3158978,TOMPKINS,CF,309,932246,NEW YORK CIDER COMPANY LLC,NEW YORK CIDER COMPANY,245 HAYTS RD,,ITHACA,NY,14850,7/1/2020,6/30/2023,FARM CIDERY,,,POINT (-76.556671 42.467202)
2220915,COLUMBIA,MI,101,999999,REIFENBERG BREWING LLC,,3021 MAIN ST,,VALATIE,NY,12184,7/29/2020,6/30/2023,MICRO BREWER,,,POINT (-73.677053 42.413352)
1324995,KINGS,FD,106,999999,TALEA BEER INC,,87 RICHARDSON ST,,BROOKLYN,NY,11211,2/9/2021,1/31/2024,FARM BREWER,,,POINT (-73.948138 40.718473)
1304144,SUFFOLK,DW,301,934504,KWAW AMOS,OSON WINE,35 COX NECK RD,,MATTITUCK,NY,11952,9/21/2020,9/30/2023,WINERY,Alternating Proprietorship,,POINT (-72.554046 40.988801)
1297643,NEW YORK,DA,206,939195,OUR/NEW YORK VODKA LLC,OUR/NEW YORK,151 W 26TH ST,,NEW YORK,NY,10001,3/26/2021,3/31/2024,DISTILLER A-1,,,POINT (-73.993383 40.745635)
3165883,NIAGARA,FW,302,917258,MOUNTAIN MULE CIDERHOUSE LLC,,9938 MOUNTAIN RD,,MIDDLEPORT,NY,14105,4/15/2021,12/31/2023,FARM WINERY,,,POINT (-78.472795 43.193767)
2223675,ULSTER,FW,302,938856,ITS LIT LLC,ELLA,43 BAILEYS GAP RD,,HIGHLAND,NY,12528,4/30/2021,3/31/2024,FARM WINERY,,,POINT (-73.996422 41.684863)
2224632,JEFFERSON,FW,302,917282,WHITE CAPS WINERY LLC,WHITE CAPS WINERY,11544 CO RTE 125,,CHAUMONT,NY,13622,4/23/2021,1/31/2023,FARM WINERY,,,
2221186,DUTCHESS,FW,302,999999,BRANCHWATER FARMS LLC,,818 SALISBURY TPKE,,MILAN,NY,12571,9/15/2020,8/31/2023,FARM WINERY,,,POINT (-73.780295 41.953092)
1297513,QUEENS,FD,106,999999,ICONYC BREWING COMPANY LLC,,43-63 11TH ST,,LONG ISLAND CITY,NY,11101,10/26/2017,9/30/2023,FARM BREWERY,,,POINT (-73.949093 40.750251)
2206883,ONONDAGA,FW,302,926078,ABBOTT'S WINE & CIDER LLC,,3275 COLD SPRINGS RD,,BALDWINSVILLE,NY,13027,4/29/2020,4/30/2023,FARM WINERY,,,POINT (-76.283663 43.144424)
1318295,KINGS,DA,206,999999,BROOKLYN ACE DISTILLERS LLC,ALEX CLARK SPIRITS,68 34TH ST,BLDG 6 SPACE 6-2-C246,BROOKLYN,NY,11232,8/25/2020,7/31/2023,MICRO DISTILLER CLASS A-1,,,POINT (-74.006408 40.657339)
2209901,ALBANY,DD,207,935666,OBOYS DISTILLING LLC,OLIGAN DISTILLING,918 ALBANY SHAKER RD,,LATHAM,NY,12110,12/23/2020,12/31/2023,FARM DISTILLER,,,POINT (-73.81418 42.760227)
1325175,KINGS,DW,301,904882,KATO SAKE WORKS LLC,,5 CENTRAL AVE,SPACE B,BROOKLYN,NY,11206,2/6/2020,1/31/2023,WINERY/SPECIAL WINERY,,,POINT (-73.93299 40.702542)
2203269,ORANGE,FD,106,999999,KRAFTIFY LLC,DROWNED LANDS BREWERY,251 STATE SCHOOL RD,,WARWICK,NY,10990,5/4/2016,7/31/2023,FARM BREWER,,,POINT (-74.30364 41.274578)
1319924,SUFFOLK,DA,206,904974,"BLUE POINT BREWING COMPANY, INC",,225 W MAIN ST,,PATCHOGUE,NY,11772,3/3/2020,2/28/2023,DISTILLER CLASS A-1,,,POINT (-73.021064 40.765849)
2207537,RENSSELAER,FW,302,999999,PATRIOTS HERITAGE CIDER LLC,,60 E SCHAGHTICOKE RD,,SCHAGHTICOKE,NY,12154,6/7/2017,3/31/2023,FARM WINERY,,,POINT (-73.578578 42.884629)
2209071,WARREN,DD,207,933550,NORTHEAST CRAFT SPIRITS LLC,,18A CURRAN LN,,GLENS FALLS,NY,12801,8/6/2020,8/31/2023,FARM DISTILLER CLASS D,,,POINT (-73.635925 43.31311)
1296031,KINGS,DD,207,926028,SADDEN BROTHERS & CO DISTILLING CORP,,69 POWELL ST,,BROOKLYN,NY,11212,4/27/2020,4/30/2023,FARM DISTILLERY,,,POINT (-73.904661 40.672524)
2217712,GREENE,CF,309,933244,LB FERMENTS LLC,LEFT BANK CIDERS,150 WATER ST,BASEMENT LEVEL,CATSKILL,NY,12414,9/1/2020,1/31/2023,FARM CIDERY,Outdoor Patio,,POINT (-73.866553 42.219332)
1257588,KINGS,DA,206,935942,VAN BRUNT STILLHOUSE LLC,,6 BAY ST 1ST FL,OTSEGO & SIGOURNEY STREETS,BROOKLYN,NY,11231,1/12/2021,12/31/2023,DISTILLER A,,,POINT (-74.009437 40.673623)
2224046,LEWIS,FW,302,917290,TUG HILL VINEYARDS LLC,TUG HILL WINERY; TUG HILL ORCHARDS,4051 YANCEY RD,,LOWVILLE,NY,13367,4/28/2021,3/31/2024,FARM WINERY,,"Licensed Patio, Grounds with Tent & 2nd Floor Porch",POINT (-75.576091 43.819714)
2198379,OSWEGO,FW,302,938211,BELLA FATTORIA INC,BELLA FATTORIA WINERY,180 WILTSIEVILLE RD,,HANNIBAL,NY,13074,11/23/2020,11/30/2023,FARM WINERY,,,POINT (-76.596512 43.337488)
3165049,SCHUYLER,FW,302,938085,FORGE CELLARS LLC,,3775 MATHEWS RD,,BURDETT,NY,14818,11/16/2020,12/31/2023,FARM WINERY,,,POINT (-76.861189 42.481442)
3159286,ERIE,DW,301,932938,GRAPEVINE DVINE LLC,,5500 BROADWAY ST,#3,LANCASTER,NY,14086,8/4/2020,7/31/2023,WINERY,,,POINT (-78.666127 42.899249)
3166488,ONTARIO,DW,301,917283,ITO WINES LLC,TRAVELING VINEYARD,1 LAKE NIAGARA LN,,NAPLES,NY,14512,4/27/2021,3/31/2024,WINERY,Alternating Proprietorship,,POINT (-77.398169 42.621482)
3158555,YATES,FW,302,924295,TRADEWINDS WINE COMPANY LLC,TRESTLE 31,670 RTE 14,,PENN YAN,NY,14527,1/29/2020,3/31/2023,FARM WINERY,,,POINT (-76.971746 42.732143)
2207929,SULLIVAN,CF,309,933774,ABCIDER LLC,,54 HUNTER RD,,PARKSVILLE,NY,12768,8/14/2020,8/31/2023,FARM CIDERY,,,POINT (-74.665408 41.913667)
3130110,YATES,DC,204,940742,ROCK STREAM VINEYARDS LLC,,162 FIR TREE POINT ROAD,,ROCK STREAM,NY,14878,5/26/2021,5/31/2024,DISTILLER C (FARM DISTILLER),,,POINT (-76.919095 42.471353)
2218051,ULSTER,DA,206,938872,KINGSTON DISTILLERY LLC,,77 MCENTEE ST,,KINGSTON,NY,12401,5/4/2021,4/30/2024,DISTILLER CLASS A-1,,,POINT (-73.989892 41.920363)
3163244,STEUBEN,DD,207,916974,1836 DISTILLING LLC,BARRELHOUSE 6 DISTILLERY,9558 MIDDLE RD,,HAMMONDSPORT,NY,14840,11/30/2020,10/31/2023,"FARM DISTILLER ""D",,,POINT (-77.185487 42.466946)
3165182,SENECA,DA,206,916805,MUSHROOM SPIRITS DISTILLERY LLC,,4055 RTE 89,,FAYETTE,NY,13148,9/18/2020,8/31/2023,DISTILLER CLASS A-1,,Licensed patio,POINT (-76.744942 42.828968)
1256382,WESTCHESTER,DA,206,937934,BARON NAHMIAS INC,NAHMIAS ET FILS,201 SAW MILL RIVER RD BLDG C,BLDG C BAY 3 & 4,YONKERS,NY,10701,11/4/2020,10/31/2023,WHOLESALE DISTILLER A-1,,,POINT (-73.878329 40.945684)
1294718,KINGS,MR,210,931910,141 LAWRENCE REST LLC,CIRCA BREWING COMPANY,141 LAWRENCE ST,,BROOKLYN,NY,11201,7/9/2020,6/30/2023,"RESTAURANT BREWER SERVING BEER, CIDER & WINE",,Recorded/Live music. Licensed Sidewalk Cafe,POINT (-73.986283 40.691662)
3158657,MONROE,DW,301,932718,LIVING ROOTS WINE & COMPANY LLC,,1255 UNIVERSITY AVE,STE 100,ROCHESTER,NY,14607,7/22/2020,7/31/2023,WINERY,,,POINT (-77.568787 43.151009)
3160043,MONROE,CF,309,999999,SEED AND STONE CIDERY LLC,,1115 E MAIN ST,SUITE B12,ROCHESTER,NY,14609,7/14/2021,12/31/2023,FARM CIDERY,,,POINT (-77.582102 43.161984)
2206443,DUTCHESS,FW,302,934082,"NORTHERN SPY LLC, THE",ANNANDALE CIDERY; MONTGOMERY PLACE ORCHARDS,8 DAVIS WAY,TOWN OF RED HOOK,ANNANDALE ON HUDSON,NY,12504,8/31/2020,8/31/2023,FARM WINERY,,,POINT (-73.909748 42.01138000000001)
2198423,WASHINGTON,MW,307,938485,EHRLICH BROTHERS LLC,EHRLICH BROTHERS,832 COOT HILL RD,,ARGYLE,NY,12809,12/8/2020,1/31/2024,MICRO FARM WINERY,,,POINT (-73.408273 43.287995)
3154901,ORLEANS,DW,301,917127,810 MEADWORKS LLC,,113 W CENTER ST,SUITE 1,MEDINA,NY,14103,2/18/2021,7/31/2023,WINERY,,"YARD, OUTDOOR AXE THROWING",POINT (-78.387631 43.22038700000001)
3158833,ERIE,MR,210,925674,BUFFALO RIVERWORKS LLC,BUFFALO RIVERWORKS,359 GANSON ST,,BUFFALO,NY,14203,4/3/2020,4/30/2023,"RESTAURANT BREWER SERVING BEER, CIDER, WINE & LIQUOR",,"Recorded/Live Music, Patron Dancing, Licensed Deck/Patio/Yard/Pavilion",POINT (-78.873667 42.869586)
2220447,MADISON,FD,106,999999,ROCALE LLC DBA MEIER'S CREEK BREWING CO,"SEVEN ISLAND BREWERY, THE BRONX BREWERY",33 RIPPLETON RD,,CAZENOVIA,NY,13035,5/14/2020,4/30/2023,FARM BREWERY,COMPANY,,POINT (-75.863458 42.918919)
3164609,YATES,FW,302,916562,J.A. ALVAREZ LLC,USONIA WINE,3901 STATE RTE 14,UNIT 2,HIMROD,NY,14842,5/28/2020,4/30/2023,ALTERNATING PROPRIETORSHIP FARM WINERY,,,POINT (-76.929141 42.57552)
1321909,KINGS,MR,210,931506,104 SOUTH 4TH INC,RANDOLPH BEER,104 S 4TH ST,,BROOKLYN,NY,11249,5/6/2020,4/30/2023,RESTAURANT BREWER SERVING BEER WINE CIDER AND LIQUOR,CB#1 Stips: Outdoor Area to Close 11pm Su-Th; 1am F-Sa,Licensed Sidewalk Cafe; Recorded Backgroung Music; No Dancing,POINT (-73.963889 40.712229)
1328819,SUFFOLK,FW,302,935104,BRIDGEHAMPTON BREEZE VINEYARDS LLC,,78 BRIDGEFIELD RD,,BRIDGEHAMPTON,NY,11932,10/29/2020,9/30/2023,FARM WINERY,,,POINT (-72.304948 40.91436)
2209230,MADISON,MI,101,999999,GOOD NATURE BREWING INC,GOOD NATURE FARM BREWERY & TAP ROOM,1727 STATE RTE 12B,,HAMILTON,NY,13346,1/23/2018,2/29/2024,MICROBREWERY,,,
2170896,ONEIDA,MR,210,932751,TALGO LLC,NAIL CREEK PUB & BREWERY,720 VARICK ST,,UTICA,NY,13502,7/24/2020,7/31/2023,RESTAURANT BREWER,,,POINT (-75.243623 43.103487)
1325996,WESTCHESTER,FD,106,935305,CAPTAIN LAWRENCE BREWING LLC,CAPTAIN LAWRENCE BREWING,444 SAW MILL RIVER RD,,ELMSFORD,NY,10523,12/11/2020,11/30/2023,FARM BREWER,,,POINT (-73.815936 41.069237)
2211374,SCHOHARIE,DD,207,999999,REVOLUTIONARY SPIRITS LLC,,132 THE LONG ROAD,,JEFFERSON,NY,12093,5/15/2018,4/30/2024,FARM DISTILLER,,,POINT (-74.037975 42.621669)
1307474,SUFFOLK,FW,302,936818,IBF WINERY LLC,RGNY,6149 SOUND AVE,,RIVERHEAD,NY,11901,2/11/2021,3/31/2024,FARM WINERY,,,POINT (-72.585051 40.984153)
1297644,NEW YORK,DD,207,939196,OUR/NEW YORK VODKA LLC,OUR/NEW YORK,151 W 26TH ST,,NEW YORK,NY,10001,3/26/2021,3/31/2024,FARM DISTILLER,,,POINT (-73.993383 40.745635)
2191254,ONEIDA,FW,302,938008,VINO VERONA LLC,VILLA VERONA VINEYARD,4914 STATE RTE 365,,VERONA,NY,13478,11/9/2020,11/30/2023,FARM WINERY,,,POINT (-75.614766 43.099784)
2205926,ESSEX,FD,106,999999,LEDGE HILL FARM BREWERY LLC,LEDGE HILL BREWING COMPANY,6700 MAIN ST,,WESTPORT,NY,12993,4/21/2020,4/30/2024,FARM BREWER,,,POINT (-73.451448 44.187681)
2209091,WASHINGTON,DD,207,934649,LUCKEY SPIRITS LLC,LUCKEY SPIRITS,112 MOUNTAIN RD,,GREENWICH,NY,12834,9/30/2020,9/30/2023,CLASS D FARM DISTILLERY,,,POINT (-73.534212 43.018745)
3160042,ORLEANS,DD,207,847477,PIC YER POISON INC,,10984 W YATES CENTER RD,,LYNDONVILLE,NY,14098,7/9/2021,4/30/2024,FARM DISTILLER,,,POINT (-78.411415 43.337512)
3160050,WYOMING,FD,106,999999,WINDY BREW LLC,,733 RTE 20A,,STRYKERSVILLE,NY,14145,12/29/2017,11/30/2023,FARM BREWERY,,,POINT (-78.435495 42.769757)
3155563,SENECA,FW,302,939451,KNAPP FARMS INC,KNAPP WINERY & VINEYARD RESTAURANT,2770 COUNTY RD 128,,ROMULUS,NY,14541,4/12/2021,4/30/2024,FARM WINERY,,,POINT (-76.782736 42.765814)
3159287,ONTARIO,FW,302,927039,BRISTOL VALLEY VINEYARDS INC,BRISTOL VALLEY VINEYARDS,7235 LANE RD,,BLOOMFIELD,NY,14469,6/10/2020,7/31/2023,FARM WINERY,,,POINT (-77.425055 42.81966)
3163921,CHAUTAUQUA,FW,302,916618,"SEICHE, LLC",,6211 DAHLBERG RD,,PORTLAND,NY,14769,6/15/2020,3/31/2023,FARM WINERY,,,POINT (-79.460051 42.400445)
1313361,WESTCHESTER,DD,207,935590,FULL TIME HOBBY DISTILLING CO INC,,28 MAIN ST,,OSSINING,NY,10562,12/15/2020,5/31/2023,FARM DISTILLER,,,POINT (-73.868317 41.158581)
3163162,TOMPKINS,FW,302,933914,SOUTH HILL CIDER LLC,SOUTH HILL CIDER,550 SAND BANK RD,,ITHACA,NY,14850,8/20/2020,8/31/2023,FARM WINERY,,,POINT (-76.527275 42.394343)
2218979,ESSEX,DB,202,931786,MORIAH VENTURES LLC,WHISTLEPIG WHISKEY COMPANY,52 TOM PHELPS LN,,MINEVILLE,NY,12956,6/18/2020,5/31/2023,DISTILLER CLASS B,,,POINT (-73.514601 44.0789)
2221332,ALBANY,FD,106,999999,BYE-I BREWING LLC,,122 REMSEN ST,,COHOES,NY,12047,5/14/2020,4/30/2023,FARM BREWER,,,POINT (-73.70109 42.773494)
1299025,KINGS,DA,206,924060,DOC'S SPIRITS LLC,DOC HERSON'S NATURAL SPIRITS,630 FLUSHING AVE,STE 628,BROOKLYN,NY,11206,1/16/2020,1/31/2023,DISTILLER CLASS A -1,,,POINT (-73.948214 40.699997)
3154331,ONTARIO,DD,207,916077,UNCHARTED SPIRITS DISTILLERY INC,UNCHARTED SPIRITS,122 N GENESEE ST,,GENEVA,NY,14456,4/15/2020,3/31/2023,FARM DISTILLER CLASS D,,,POINT (-76.983994 42.879602)
3159408,MONROE,MI,101,999999,FIFTH FRAME BREWING CO LLC,,138 JOSEPH AVE,,ROCHESTER,NY,14605,12/8/2017,11/30/2023,MICRO-BREWERY,,,POINT (-77.607117 43.165627)
2196237,JEFFERSON,MW,307,932665,NICKEY AND TROY AUBIN,BUSTED GRAPES,19557 BALL RD,,BLACK RIVER,NY,13612,7/20/2020,7/31/2023,MICRO FARM WINERY,,,POINT (-75.763105 43.951448)
2205172,SCHENECTADY,DD,207,933659,"SCHENECTADY DISTILLING COMPANY INC, THE",THE SCHENECTADY DISTILLING COMPANY,3304 AMSTERDAM RD,,GLENVILLE,NY,12302,8/11/2020,8/31/2023,FARM DISTILLER,,,POINT (-74.014936 42.859065)
3163846,ERIE,DD,207,916536,OLD SCOTLAND ROAD DISTILLERY LLC,OLD SCOTLAND ROAD DISTILLERY,7010 SCOTLAND RD,,AKRON,NY,14001,5/15/2020,4/30/2023,"FARM DISTILLER ""D",,,POINT (-78.475543 43.037637)
3158858,ERIE,MI,101,999999,WNY BEER CLUB LLC,RUSTY NICKEL BREWING CO,4350 SENECA ST,,W SENECA,NY,14224,4/18/2017,3/1/2023,MICRO-BREWERY,,,POINT (-78.74228 42.832336)
3155434,WAYNE,CF,309,937847,TEN DECADE ENTERPRISES LLC,EMBARK CRAFT CIDERWORKS,6895 LAKE AVE,,WILLIAMSON,NY,14589,11/2/2020,11/30/2023,FARM CIDERY,,,POINT (-77.185966 43.248493)
2198688,SCHOHARIE,DD,207,924937,BARBERS FARM DISTILLERY LLC,,3609 STATE RTE 30,,MIDDLEBURGH,NY,12122,2/27/2020,2/28/2023,CLASS D FARM DISTILLER MANUFACTURING NYS LABELLED LIQUORS ONLY,,,POINT (-74.392083 42.58084)
1299990,KINGS,MR,210,938081,BEERBERRY CORP,TAP BEER,1781 SHEEPSHEAD BAY RD,,BROOKLYN,NY,11235,11/16/2020,11/30/2023,"RESTAURANT BREWER SERVING BEER, WINE, LIQUOR & CIDER",,Recorded Background Music Only; Security Personnel; Sidewalk Cafe,POINT (-73.950485 40.583637)
1274885,SUFFOLK,FW,302,924218,BROOKLYN WINERY LLC,,35 COX NECK RD,,MATTITUCK,NY,11952,1/24/2020,2/28/2023,FARM WINERY,,,POINT (-72.554046 40.988801)
2196478,ONONDAGA,FW,302,933959,WHITE BIRCH VINEYARDS LLC,WHITE BIRCH VINEYARDS,3061 W LAKE RD,,SKANEATELES,NY,13152,8/24/2020,8/31/2023,FARM WINERY,,,POINT (-76.433995 42.918367)
2193759,ORANGE,FW,302,926763,CHRISTOPHER JACOBS WINERY AT PENNINGS VINEYARDS LL,CHRISTOPHER JACOBS WINERY AT PENNINGS VINEYARDS,320 CRAWFORD ST,,PINE BUSH,NY,12566,5/22/2020,5/31/2023,FARM WINERY,,,POINT (-74.362939 41.585544)
3153643,ERIE,FD,106,999999,HAMBURG BREWING COMPANY LLC,HAMBURG BREWING COMPANY,6553 BOSTON STATE RD,,HAMBURG,NY,14075,6/23/2016,7/31/2023,FARM BREWER,,,POINT (-78.802726 42.71006)
1329623,SUFFOLK,FW,302,999999,CANTINA CANTINA LLC,CANTINA CANTINA,38320 COUNTY RTE 48,,PECONIC,NY,11958,11/10/2020,10/31/2023,FARM WINERY,,,POINT (-72.447622 41.059371)
1307414,SUFFOLK,FW,302,938910,POUR DECISIONS LLC,ROSE HILL VINEYARDS,2000 OREGON RD,,MATTITUCK,NY,11952,5/11/2021,2/29/2024,FARM WINERY,,,POINT (-72.532901 41.014827)
1213977,SUFFOLK,DD,207,924991,LONG ISLAND SPIRITS INC,,2182 SOUND AVENUE,EDWARDS AVE & TOOMEY ST,BAITING HOLLOW,NY,11933,3/2/2020,2/28/2023,FARM DISTILLERY,Monday - Friday 9am - 5pm,Tasting Room Monday - Friday 12pm - 5pm; Saturday and Sunday 10am - 5pm,POINT (-72.753132 40.955646)
2199081,ONONDAGA,MI,101,999999,HALF IN THE BAG BREWERY LLC,WILLOW ROCK BREWING COMPANY,115 GAME RD,,SYRACUSE,NY,13210,6/13/2017,9/30/2023,MICRO-BREWERY,,,POINT (-76.131449 43.012541)
2221526,ESSEX,FD,106,999999,PARADOX BREWERY LLC,PARADOX BREWERY,2781 US RTE 9,,NORTH HUDSON,NY,12855,9/2/2020,4/30/2024,FARM BREWER,,Licensed Outdoor Patio,POINT (-73.730944 43.945219)
2198235,COLUMBIA,CF,309,938352,HUDSON VALLEY FARM & FOOD LLC,STONE BRIDGE CIDER; MERCHANT'S DAUGHTER,85 MIDDLE RD,,HUDSON,NY,12534,12/1/2020,1/31/2024,FARM CIDERY,,,POINT (-73.813666 42.224676)
3156668,CHEMUNG,MI,101,999999,DB BREWING LLC,DIVERSION BREWING COMPANY,729 WYNCOOP CREEK RD,,CHEMUNG,NY,14825,1/18/2017,11/30/2023,MICROBREWERY,,,POINT (-76.621702 42.01815)
1319054,SUFFOLK,DD,207,999999,HAMPTON RUM COMPANY INC,MONTAUK DISTILLING CO,5506 SOUND AVE,,RIVERHEAD,NY,11901,2/3/2020,1/31/2023,FARM DISTILLERY,,,POINT (-72.610439 40.976086)
2207182,ULSTER,MI,101,999999,WOODSTOCK LOCAL BREWING LLC,WOODSTOCK BREWING,5581 RTE 28,,PHOENICIA,NY,12464,11/7/2017,10/31/2023,MICRO BREWER,,,POINT (-74.306451 42.062484)
2217713,GREENE,FY,313,999999,LB FERMENTS LLC,LEFT BANK CIDERS,150 WATER ST,BASEMENT LEVEL,CATSKILL,NY,12414,2/20/2020,1/31/2023,FARM MEADERY,,,POINT (-73.866553 42.219332)
